62016CJ0267,Judgment of the Court (Grand Chamber) of 23 January 2018,Grand Chamber,Albert Buhagiar and Others v Minister for Justice,Request for a preliminary ruling from the Supreme Court of Gibraltar,Reference for a preliminary ruling — Territorial scope of EU law — Article 355(3) TFEU — Act concerning the Conditions of Accession of the Kingdom of Denmark; Ireland and the United Kingdom of Great Britain and Northern Ireland and the Adjustments to the Treaties — Article 29 — Point 4 of Section I of Annex I — Exclusion of Gibraltar from the customs territory of the European Union — Implications — Directive 91/477/EEC — Article 1(4) — Article 12(2) — Annex II — European firearms pass — Hunting and target shooting activities — Applicability to the territory of Gibraltar — Obligation to transpose — No such obligation — Validity,Case C-267/16,ECLI identifier: ECLI:EU:C:2018:26,13/05/2016,23/01/2018,United Kingdom,Ilešič,Mengozzi,ADH
62001CJ0300,Judgment of the Court (Sixth Chamber) of 15 May 2003,Sixth Chamber,  Doris Salzmann,  Reference for a preliminary ruling: Landesgericht Feldkirch - Austria,  Free movement of capital - Article 73b of the EC Treaty (now Article 56 EC) - Prior authorisation procedure for the acquisition of building plots - Purely internal situation - Article 70 of the Act of Accession of the Republic of Austria - Concept of existing legislation - Point 1(e) of Annex XII to the EEA Agreement,  Case C-300/01,ECLI identifier: ECLI:EU:C:2003:283,27/07/2001,15/05/2003,Austria,Puissochet,Léger,ADH
61999CJ0029,Judgment of the Court of 10 December 2002,,  Commission of the European Communities v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-29/99,ECLI identifier: ECLI:EU:C:2002:734,05/02/1999,10/12/2002,,Colneric,Jacobs,ADH
61998CJ0367,Judgment of the Court of 4 June 2002,,  Commission of the European Communities v Portuguese Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-367/98,ECLI identifier: ECLI:EU:C:2002:326,14/10/1998,04/06/2002,Portugal,Jann,Ruiz-Jarabo Colomer,ADH
62000CJ0179,Judgment of the Court (First Chamber) of 15 January 2002,First Chamber,  Gerald Weidacher (as administrator of the insolvent company Thakis Vertriebs- und Handels GmbH) v Bundesminister für Land- und Forstwirtschaft,  Reference for a preliminary ruling: Verwaltungsgerichtshof - Austria,  Article 149 of the Act of Accession of Austria; Finland and Sweden - Transitional measures - Surplus stocks - Article 4 of Commission Regulation (EC) No 3108/94 - Competence - Holder of the goods - Import charge applicable - Legitimate expectations - Proportionality - Equal treatment,  Case C-179/00,ECLI identifier: ECLI:EU:C:2002:18,12/05/2000,15/01/2002,Austria,Wathelet,Mischo,ADH
61999CJ0192,Judgment of the Court of 20 February 2001,,  The Queen v Secretary of State for the Home Department; ex parte: Manjit Kaur; intervener: Justice,  Reference for a preliminary ruling: High Court of Justice (England & Wales); Queen's Bench Division (Crown Office) - United Kingdom,  Citizenship of the Union - Nationality of a Member State - Declarations by the United Kingdom concerning the definition of the term 'national' - British Overseas Citizen,  Case C-192/99,ECLI identifier: ECLI:EU:C:2001:106,25/05/1999,20/02/2001,United Kingdom,Sevón,Léger,ADH
61997CJ0355,Judgment of the Court (Fifth Chamber) of 7 September 1999,Fifth Chamber,  Landesgrundverkehrsreferent der Tiroler Landesregierung v Beck Liegenschaftsverwaltungsgesellschaft mbH and Bergdorf Wohnbau GmbH; in liquidation,  Reference for a preliminary ruling: Oberster Gerichtshof - Austria,  Article 70 of the Act of Accession of Austria - Secondary residences - Procedure relating to the acquisition of immovable property in the Tyrol - Concept of 'existing legislation',  Case C-355/97,ECLI identifier: ECLI:EU:C:1999:391,15/10/1997,07/09/1999,Austria,Puissochet,La Pergola,ADH
61997CJ0206,Judgment of the Court of 29 June 1999,,  Kingdom of Sweden v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-206/97,ECLI identifier: ECLI:EU:C:1999:331,30/05/1997,29/06/1999,Sweden,Kapteyn,Léger,ADH
61997CJ0321,Judgment of the Court of 15 June 1999,,  Ulla-Brith Andersson and Susannne Wåkerås-Andersson v Svenska staten (Swedish State),  Reference for a preliminary ruling: Stockholms tingsrätt - Sweden,  Article 234 EC (ex-Article 177) - EEA Agreement - Jurisdiction of the Court of Justice - Accession to the European Union - Directive 80/987/EEC - Liability of a State,  Case C-321/97,ECLI identifier: ECLI:EU:C:1999:307,17/09/1997,15/06/1999,Sweden,Sevón,,ADH
61997CJ0233,Judgment of the Court (First Chamber) of 3 December 1998,First Chamber,  KappAhl Oy,  Reference for a preliminary ruling: Uudenmaan lääninoikeus - Finland,  Free movement of goods - Products in free circulation - Act of Accession of the Republic of Austria; the Republic of Finland and the Kingdom of Sweden - Derogations - Article 99,  Case C-233/97,ECLI identifier: ECLI:EU:C:1998:585,25/06/1997,03/12/1998,Finland,Edward,Cosmas,ADH
61996CJ0171,Judgment of the Court of 16 July 1998,,  Rui Alberto Pereira Roque v His Excellency the Lieutenant Governor of Jersey,  Reference for a preliminary ruling: Royal Court of Jersey - Channel Islands,  Freedom of movement for persons - 1972 Act of Accession - Protocol No 3 on the Channel Islands and the Isle of Man - Jersey,  Case C-171/96,ECLI identifier: ECLI:EU:C:1998:368,20/05/1996,16/07/1998,United Kingdom,Sevón,La Pergola,ADH
61996CJ0027,Judgment of the Court (Fifth Chamber) of 27 November 1997,Fifth Chamber,  Danisco Sugar AB v Allmänna ombudet,  Reference for a preliminary ruling: Länsrätt i Jönköpings län - Sweden,  Accession of the Kingdom of Sweden - Agriculture - Sugar - National levy on sugar stocks,  Case C-27/96,ECLI identifier: ECLI:EU:C:1997:563,30/01/1996,27/11/1997,Sweden,Sevón,La Pergola,ADH
61995CJ0259,Judgment of the Court (Sixth Chamber) of 2 October 1997,Sixth Chamber,  European Parliament v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-259/95,ECLI identifier: ECLI:EU:C:1997:454,02/08/1995,02/10/1997,,Hirsch,La Pergola,ADH
61994CJ0160,Judgment of the Court of 23 October 1997,,  Commission of the European Communities v Kingdom of Spain,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-160/94,ECLI identifier: ECLI:EU:C:1997:502,15/06/1994,23/10/1997,Spain,Edward,Cosmas,ADH
61995CJ0138,Judgment of the Court (First Chamber) of 17 April 1997,First Chamber,  Campo Ebro Industrial SA; Levantina Agrícola Industrial SA (LAISA) and Cerestar Ibérica SA v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-138/95 P,ECLI identifier: ECLI:EU:C:1997:200,02/05/1995,17/04/1997,Spain,Sevón,La Pergola,ADH
61995CJ0071,Judgment of the Court of 4 February 1997,,  Kingdom of Belgium v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-71/95; C-155/95 and C-271/95,ECLI identifier: ECLI:EU:C:1997:51,14/03/1995,04/02/1997,Belgium,Moitinho de Almeida,Elmer,ADH
61995CJ0047,Judgment of the Court (Fifth Chamber) of 12 December 1996,Fifth Chamber,  Olasagasti & C,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-47/95; C-48/95; C-49/95; C-50/95; C-60/95; C-81/95; C-92/95 and C-148/95,ECLI identifier: ECLI:EU:C:1996:489,23/02/1995,12/12/1996,Italy,Edward,Fennelly,ADH
61995CJ0267,Judgment of the Court of 5 December 1996,,  Merck & Co,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-267/95 and C-268/95,ECLI identifier: ECLI:EU:C:1996:468,08/08/1995,05/12/1996,United Kingdom,Gulmann,Fennelly,ADH
61994CJ0300,Judgment of the Court (First Chamber) of 29 February 1996,First Chamber,  Tirma SA v Administración General del Estado,  Reference for a preliminary ruling: Tribunal Superior de Justicia de Andalucía - Spain,  Protocol No 2 to the Act of Accession of Spain and Portugal - Canary Islands - Customs territory of the Community - Processed agricultural products - Exemption from customs duties - Article 5 of Regulation (EEC) No 3033/80 - Variable component,  Case C-300/94,ECLI identifier: ECLI:EU:C:1996:77,09/11/1994,29/02/1996,Spain,Edward,Fennelly,ADH
61994CJ0045,Judgment of the Court (Fifth Chamber) of 7 December 1995,Fifth Chamber,  Cámara de Comercio; Industria y Navegación de Ceuta v Ayuntamiento de Ceuta,  Reference for a preliminary ruling: Tribunal Superior de Justicia de Andalucía - Spain,  Free movement of goods - Act of Accession of the Kingdom of Spain - Provisions applicable to Ceuta and Melilla - Charge having an effect equivalent to a customs duty,  Case C-45/94,ECLI identifier: ECLI:EU:C:1995:425,04/02/1994,07/12/1995,Spain,Edward,Tesauro,ADH
61991CJ0171,Judgment of the Court of 26 May 1993,,  Dimitrios Tsiotras v Landeshauptstadt Stuttgart,  Reference for a preliminary ruling: Bundesverwaltungsgericht - Germany,  Right of residence - Accession of the Hellenic Republic,  Case C-171/91,ECLI identifier: ECLI:EU:C:1993:215,01/07/1991,26/05/1993,Germany,Moitinho de Almeida,Darmon,ADH
61991CJ0292,Judgment of the Court (Fifth Chamber) of 4 May 1993,Fifth Chamber,  Gebrüder Weis GmbH v Hauptzollamt Würzburg,  Reference for a preliminary ruling: Finanzgericht München - Germany,  Customs union - Community origin,  Case C-292/91,ECLI identifier: ECLI:EU:C:1993:171,20/11/1991,04/05/1993,Germany,Edward,Van Gerven,ADH
61991CJ0076,Judgment of the Court of 19 January 1993,,  Caves Neto Costa SA v Ministro do Comércio e Turismo and Secretário de Estado do Comércio externo,  Reference for a preliminary ruling: Supremo Tribunal Administrativo - Portugal,  National monopoly of a commercial character in alcohol in Portugal - Act of Accession of the Portuguese Republic to the European Communities - Recommendation of the Commission,  Case C-76/91,ECLI identifier: ECLI:EU:C:1993:14,25/02/1991,19/01/1993,Portugal,Kapteyn,Tesauro,ADH
61990CJ0361,Judgment of the Court of 19 January 1993,,  Commission of the European Communities v Portuguese Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-361/90,ECLI identifier: ECLI:EU:C:1993:13,10/12/1990,19/01/1993,Portugal,Kapteyn,Tesauro,ADH
61989CJ0279,Judgment of the Court of 17 November 1992,,  Commission of the European Communities v United Kingdom,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-279/89,ECLI identifier: ECLI:EU:C:1992:439,11/09/1989,17/11/1992,United Kingdom,Kakouris,Gulmann,ADH
61990CJ0191,Judgment of the Court of 27 October 1992,,  Generics (UK) Ltd and Harris Pharmaceuticals Ltd v Smith Kline & French Laboratories Ltd,  Reference for a preliminary ruling: Court of appeal (England) - United Kingdom,  Patents - Compulsory licences - Articles 30 and 36 of the EEC Treaty,  Case C-191/90,ECLI identifier: ECLI:EU:C:1992:407,19/06/1990,27/10/1992,United Kingdom,Grévisse,Van Gerven,ADH
61990CJ0071,Judgment of the Court of 13 October 1992,,  Kingdom of Spain v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-71/90,ECLI identifier: ECLI:EU:C:1992:383,20/03/1990,13/10/1992,Spain,Mancini,Lenz,ADH
61990CJ0063,Judgment of the Court of 13 October 1992,,  Portuguese Republic and Kingdom of Spain v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-63/90 and C-67/90,ECLI identifier: ECLI:EU:C:1992:381,14/03/1990,13/10/1992,Portugal,Mancini,Lenz,ADH
61990CJ0073,Judgment of the Court of 13 October 1992,,  Kingdom of Spain v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-73/90,ECLI identifier: ECLI:EU:C:1992:384,21/03/1990,13/10/1992,Spain,Mancini,Lenz,ADH
